"IVT","INVENTIS FPO",0.018,"+0.000%"
"IOF","INVESTA STAPLED",4.76,"-0.42%"
"IVR","INVESTIGAT FPO",0.035,"+0.000%"
"INV","INVESTSGRP FPO",0.30,"+1.69%"
"IVO","INVIGORGRP FPO",0.016,"+6.667%"
"IVX","INVION FPO",0.003,"+0.000%"
"IVQ","INVITROCUE FPO",0.085,"+0.000%"
"IVC","INVOCARE FPO",14.52,"+0.76%"
"IOD","IODM FPO",0.015,"+0.000%"
"IFL","IOOF FPO",8.56,"+0.82%"
"IOT","IOTGROUP FPO",0.023,"-8.000%"
"IPB","IPB PET FPO",0.018,"+0.000%"
"IPE","IPE LTD FPO",0.11,"-8.33%"
"IPH","IPHLIMITED FPO",4.70,"-1.88%"
"IQ3","IQ3CORP FPO",0.29,"+0.00%"
"IRE","IRESS FPO",12.37,"-0.72%"
"INM","IRN MTN CDI 1:1",48.06,"-0.66%"
"IRD","IRON ROAD FPO",0.23,"+0.00%"
"IBC","IRONBARK FPO",0.49,"+0.00%"
"IBG","IRONB ZINC FPO",0.073,"-1.351%"
"ISU","ISELECT FPO",1.95,"+1.56%"
"ISD","ISENTIAGRP FPO",1.48,"+0.68%"
"ICU","ISENTRIC FPO",0.07,"+0.00%"
"IAA","ISHASIA50 CDI 1:1",72.00,"+0.78%"
"IZZ","ISHCHICAP CDI 1:1",51.55,"-0.15%"
"IEU","ISHEUROPE CDI 1:1",58.05,"+0.17%"
"IOO","ISGL100ETF CDI 1:1",110.97,"+0.17%"
"IBK","ISHMSBRIC CDI 1:1",49.00,"+0.00%"
"IVE","ISMSEAFE CDI 1:1",85.45,"-0.02%"
"IEM","ISHEMGMKT CDI 1:1",53.61,"-0.17%"
"IHK","ISHMSHK CDI 1:1",30.50,"+0.89%"
"IJP","ISHMSJAP CDI 1:1",69.74,"+0.75%"
"ISG","ISHMSINGA CDI 1:1",30.65,"+0.36%"
"IKO","ISHMCISK CDI 1:1",83.62,"-0.27%"
"ITW","ISHTAI CDI 1:1",45.07,"-0.24%"
"IRU","ISHRUSS CDI 1:1",188.31,"+0.94%"
"IVV","ISCS&P500 CDI 1:1",320.50,"+0.31%"
"IJR","ISCSMLCAP CDI 1:1",94.68,"+0.72%"
"ISH","ISHINE IRL FPO",0.018,"+5.882%"
"ISX","ISIGNTHIS FPO",0.16,"+0.00%"
"ITD","ITL LTD FPO",0.595,"+1.709%"
"IGL","IVEGROUP FPO",2.32,"-0.85%"
"JIP","JACKINGRP CDI 1:1",0.195,"+0.000%"
"JKA","JACKA RES FPO",0.003,"+0.000%"
"JHX","J HARDIE CDI 1:1",22.36,"+0.99%"
"JAL","JAMESON FPO",0.10,"+5.26%"
"JHC","JAPARA FPO",2.04,"+0.00%"
"JAT","JATENERGY FPO",0.014,"+0.000%"
"JHL","JAYEX FPO",0.025,"-10.714%"
"JBH","JB HI-FI FPO",24.53,"+1.87%"
"JCI","JC INTERN FPO",0.85,"+0.00%"
"JCS","JCURVE FPO",0.013,"+0.000%"
"JRV","JERVOIS FPO",0.065,"+0.000%"
"JJF","JIAJIAFU FPO",0.25,"+0.00%"
"JRL","JINDALEE FPO",0.23,"+0.00%"
"JYC","JOYCE FPO",1.70,"+2.41%"
"JIN","JUMBO INT FPO",2.31,"-2.94%"
"JPR","JUPITERENG FPO",0.25,"+0.00%"
"JKL","JUST KAP FPO",0.215,"+2.381%"
"JVG","JV GLOBAL FPO",0.001,"+0.000%"
"KSC","K & S CORP FPO",1.455,"+0.345%"
"KAM","KASSET MGT FPO",0.34,"+0.00%"
"KTE","K2 ENERGY FPO",0.016,"+0.000%"
"K2F","K2FLYTD FPO",0.135,"+8.000%"
"KAB","KABOKO LTD FPO",0.001,"+0.000%"
"KBU","KABUNI FPO",0.012,"+0.000%"
"KLR","KAILIRESOU FPO 125C",0.045,"+0.000%"
"KIK","KAIRIKI FPO",0.008,"+0.000%"
"KAI","KAIROS FPO",0.03,"+0.00%"
"KZR","KALAMAZOO FPO",0.155,"+0.000%"
"KPO","KALINA FPO",0.055,"+0.000%"
"KLL","KALIUMLAKE FPO",0.40,"-2.44%"
"KGM","KNORTHGOLD FPO",0.014,"+0.000%"
"KPT","KANGISLAND FPO",1.99,"-2.93%"
"KRL","KANGAROO FPO",0.025,"+0.000%"
"KAR","KAROON FPO",1.495,"-2.288%"
"KAS","KASBAH RES FPO",0.023,"-4.167%"
"KAT","KATANA FPO",0.72,"-3.23%"
"KMD","KATHMANDU FPO",1.87,"+1.08%"
"KPC","KAZPTCORP FPO",0.051,"+0.000%"
"KBL","KBL MINING FPO",0.001,"+0.000%"
"KEY","KEY PETROL FPO",0.006,"+20.000%"
"KBC","KEYBRIDGE FPO",0.11,"+0.00%"
"KFW",N/A,N/A,N/A
"KGL","KGL FPO",0.33,"-9.59%"
"KNL","KIBARAN FPO",0.175,"+0.000%"
"KDR","KIDMAN FPO",0.35,"-5.41%"
"KIN","KIN MINING FPO",0.36,"+2.86%"
"KPL","KINAPETROL FPO",0.10,"+0.00%"
"KSL","KINA FPO",0.93,"+0.00%"
"KKO","KINETIKO FPO",0.026,"+0.000%"
"KIS","KING ISLND FPO",0.047,"+4.444%"
"KRC","KING RIVER FPO",0.006,"+0.000%"
"KIG",N/A,N/A,N/A
"KFG","KING HMTXT FPO",0.19,"+0.00%"
"KCN","KINGSGATE FPO",0.225,"+2.273%"
"KLO","KINGSLAND CDI 1:1",0.19,"+0.00%"
"KRM","KINGSROSE FPO",0.10,"+0.00%"
"KSN","KINGSTON FPO",0.02,"+0.00%"
"KME","KIPMCGRATH FPO",0.355,"+0.000%"
"KNM","KNEOMEDIA FPO",0.015,"+7.143%"
"KNO","KNOSYS FPO",0.14,"+0.00%"
"KGN","KOGAN.COM FPO",1.72,"+1.18%"
"KFE","KOGIRON FPO",0.021,"-4.545%"
"KKL","KOLLAKORN FPO",0.005,"+0.000%"
"KKT","KONEKT FPO",0.54,"+4.85%"
"KNH","KOON HLDGS CDI 1:1",0.071,"+0.000%"
"KOR","KORAB RES FPO",0.019,"-5.000%"
"K2P","KOREPOTASH FPO",0.17,"+6.25%"
"KOP",N/A,N/A,N/A
"KOV","KORVEST FPO",2.56,"-1.54%"
"KTA","KRAKATOA FPO",0.042,"+5.000%"
"KRS","KRESTA FPO",0.12,"+0.00%"
"KGD","KULA FPO",0.026,"+0.000%"
"KYK","KYCKRLIMIT FPO",0.175,"-2.778%"
"LSA","LACHLAN FPO",0.024,"+0.000%"
"LCR","LACONIA FPO",0.02,"+0.00%"
"LKE","LAKE RES FPO",0.054,"+1.887%"
"LKO","LAKES OIL FPO",0.001,"-50.000%"
"LHM","LAND&HOME FPO",0.046,"+0.000%"
"LMW","LANDMARK FPO",0.69,"+1.47%"
"LNY","LANEWAY FPO",0.003,"+0.000%"
"LGR","LANKA GPHT FPO",0.064,"-14.667%"
"LTN","LANT HOTEL STAPLED",0.015,"-11.765%"
"LAM","LARAMIDE CDI 1:1",0.50,"+0.00%"
"LBL","LASERBOND FPO",0.14,"+0.00%"
"LAA","LAT AM FPO",0.14,"+16.67%"
"LRS","LATRES FPO",0.008,"+0.000%"
"LCD","LATCONSOLD FPO",0.027,"+0.000%"
"LMG","LATROBE FPO",0.017,"+0.000%"
"LSN","LAW GOLD FPO",0.06,"+5.26%"
"LBT","LABTECH FPO",0.33,"+1.54%"
"LER","LEAF RESO FPO",0.115,"+0.000%"
"LEX","LEFROYEXP FPO 50CUS",0.18,"+0.00%"
"LCY","LEGACYIRON FPO",0.005,"+0.000%"
"LGD","LEGENDCORP FPO",0.195,"+8.333%"
"LEG","LEGEND FPO",0.011,"+10.000%"
"LCK","LEIGHCREEK FPO",0.155,"+3.333%"
"LLC","LEND LEASE STAPLED",16.33,"-0.18%"
"LPD","LEPIDICO FPO",0.014,"+0.000%"
"LRL",N/A,0.012,"+0.000%"
"LFC","LIFE CORP FPO",0.005,"+0.000%"
"LHC","LIFEHEALTH FPO",2.14,"+0.00%"
"LSH","LIFESPOT FPO",0.28,"+1.82%"
"LIC","LIFESTYLE FPO",3.99,"-0.50%"
"LML","LINCOLN FPO",0.032,"+6.667%"
"LIN","LINDIAN FPO",0.019,"+0.000%"
"LAU","LINDSAY AU FPO",0.375,"-1.316%"
"LNU","LINIUSTECH FPO",0.045,"+0.000%"
"LNK","LINK ADMIN FPO",7.59,"+0.66%"
"LIO","LION ENE FPO",0.04,"+0.00%"
"LLO","LION ONE CDI 1:1",0.715,"+0.000%"
"LSX","LION SELCT FPO",0.41,"+0.00%"
"LHB","LIONHUB FPO",0.06,"+0.00%"
"LTR","LIONTOWN FPO",0.012,"-7.692%"
"LNG","LNG LTD FPO",0.675,"+0.746%"
"LIT","LITHIUMAUS FPO",0.13,"+0.00%"
"LI3","LCME FPO",0.165,"+0.000%"
"LPI","LITHPOWINT FPO",0.33,"-1.49%"
"LCA","LITIGATCAP FPO",0.60,"+6.19%"
"LVH","LIVEHIRE FPO",0.475,"-1.042%"
"LVT","LIVETILES FPO",0.25,"+0.00%"
"LCT","LIV CELL FPO",0.13,"+0.00%"
"LCG","LIVINGCITI FPO",N/A,"+0.00%"
"LPE","LPEHOLDING FPO",0.02,"+5.26%"
"LSR","LODESTAR FPO",0.01,"+0.00%"
"LCM","LOGICAMMS FPO",0.34,"-1.45%"
"LCE","LOND CITY FPO",0.33,"+0.00%"
"LGO","LONGREACH FPO",0.002,"+0.000%"
"LOV","LOVISA FPO",3.50,"+3.55%"
"LOM","LUCAPA FPO",0.31,"+1.64%"
"LGM","LUIRI GOLD COMMON",0.002,"+0.000%"
"LWP","LWPTECH FPO",0.001,"+0.000%"
"LYL","LYCOPODIUM FPO",3.21,"+0.00%"
"LYC","LYNAS FPO",0.093,"-5.102%"
"MLD","MACALTD FPO",1.66,"+0.30%"
"MMM",N/A,N/A,N/A
"M7T","MACH7 FPO",0.24,"+0.00%"
"MAH","MACMAHON FPO",0.155,"-3.125%"
"MRP","MAC RES FPO",0.24,"+14.29%"
"MQA","MACQ ATLAS STAPLED",5.30,"+0.38%"
"MBL",N/A,N/A,N/A
"MQG","MACQ GROUP FPO",92.28,"+0.98%"
"MRN","MACQMEDIA FPO",0.91,"+0.00%"
"MAQ","MA TELECOM FPO",12.90,"+2.38%"
"MFG","MAG FINC FPO",23.82,"+0.51%"
"MAG","MAGMATIC RESOURCES LTD",N/A,"+0.00%"
"MAU","MAGNET RES FPO",0.09,"+0.00%"
"MGT","MAGNETITE FPO",0.045,"+0.000%"
"MNS","MAGNIS RES FPO",0.645,"-0.769%"
"MPE","MAGNUM GPL FPO",0.002,"+0.000%"
"MGU","MAG MINING FPO",0.044,"+0.000%"
"MGL","MAGONTEC FPO",0.038,"+8.571%"
"MAI","MAINSTREAM FPO",0.495,"-1.000%"
"MHH",N/A,N/A,N/A
"MAR","MALACHITE FPO",0.003,"+0.000%"
"MGP","MANACCHOLD FPO",0.30,"+0.00%"
"MTL","MANALTO FPO",0.018,"-5.263%"
"MSR","MANASRES FPO",0.005,"+0.000%"
"MDD","MANDALONG FPO",0.016,"+0.000%"
"MHC","MANHATTAN FPO",0.035,"+0.000%"
"MNM","MANTLEMIN FPO",0.008,"+0.000%"
"MTR","MANTRA GRP FPO",2.84,"-2.41%"
"MEY","MARENICA FPO",0.105,"+0.000%"
"MTM","MARETERRAM FPO",0.29,"+3.57%"
"MZN","MARINDI FPO",0.011,"+0.000%"
"MCX","MARINERCOR FPO",0.044,"+0.000%"
"MEU","MARMOTA FPO",0.016,"+0.000%"
"MQR","MARQUEE FPO",0.215,"-2.273%"
"MJP","MARTIN AIR FPO NZ",0.09,"+0.00%"
"MYE","MASTERMYNE FPO",0.32,"+6.67%"
"MZZ","MATADOR FPO",0.265,"+17.778%"
"MCE","MATRIX CE FPO",0.54,"+1.89%"
"MAT","MATSA RES FPO",0.235,"-6.000%"
"MXR","MAXIMUS FPO",0.002,"+0.000%"
"MXI","MAXITRANS FPO",0.68,"-1.45%"
"MSP","MAXSEC FPO",0.027,"-6.897%"
"MFD","MAYFIELD FPO",1.20,"+4.35%"
"MYX","M PHARMA FPO",1.345,"+0.000%"
"MCS","MCALEESE FPO",0.025,"+0.000%"
"MEA","MCGRATH FPO",0.59,"-6.35%"
"MMS","MCMILLAN FPO",13.49,"-0.22%"
"MCP","MCPHERSON FPO",1.355,"-1.095%"
"MSG","MCSSERVICE FPO",0.022,"+4.762%"
"MMR","MEC RES FPO",0.026,"-3.704%"
"MDR","MEDADVISOR FPO",0.033,"+0.000%"
"MBJ",N/A,N/A,N/A
"MDZ",N/A,N/A,N/A
"MPZ",N/A,N/A,N/A
"MZB",N/A,N/A,N/A
"MZA",N/A,N/A,N/A
"MZC",N/A,N/A,N/A
"MZF",N/A,N/A,N/A
"MZT",N/A,N/A,N/A
"MPL","MEDIBANK FPO",2.87,"+0.00%"
"MEB","MEDIBIOLTD FPO",0.34,"+6.25%"
"MLA","MEDICAL AU FPO",0.063,"+5.000%"
"MVP","MEDICALDEV FPO",4.91,"+3.37%"
"MGZ","MEDIGARD FPO",0.032,"+0.000%"
"MDC","MEDLAB FPO",0.86,"-3.37%"
"MML","MEDUSA FPO",0.395,"-1.250%"
"MP1","MEGAPORT FPO",1.98,"-3.41%"
"MJC","MEJORITY FPO",0.023,"+0.000%"
"MAY","MELBANA FPO",0.022,"+4.762%"
"MLB","MELB IT FPO",2.16,"+0.47%"
"MEM","MEMPHASYS FPO",0.002,"-33.333%"
"MVT","MERC INV FPO",0.155,"+0.000%"
"MHI","MERCHANT FPO 1C",0.185,"+0.000%"
"MCY","MERCURY NZ FPO NZX",2.91,"-3.00%"
"MEZ","MERIDIAN FPO NZX",2.65,"+0.00%"
"MED","MERLIN FPO",0.014,"-6.667%"
"MAS","MESA MINS FPO",0.006,"+0.000%"
"MSB","MESOBLAST FPO",3.32,"+1.22%"
"MBK","METAL BANK FPO",0.025,"+13.636%"
"MCT","METALICITY FPO",0.044,"-4.348%"
"MLM","METALLICA FPO",0.063,"+1.613%"
"MNE","METALLUM FPO",0.019,"-5.000%"
"MLS","METALS AUS FPO",0.005,"+0.000%"
"MLX","METALS X FPO",0.73,"+3.55%"
"MTC","METALSTECH FPO",0.255,"+2.000%"
"MTS","METCASHLTD FPO",2.17,"+0.00%"
"MEI","METEORIC FPO",0.012,"-7.692%"
"MEL","METGASCO FPO",0.04,"-2.44%"
"MEQ","METLIFE FPO NZX",1.50,"+0.00%"
"MNC","METMINCO FPO",0.069,"+4.545%"
"MMI","METROMININ FPO",0.135,"+0.000%"
"MPP","METROPERF FPO NZX",1.26,"+0.40%"
"MFF","MFFCAPITAL FPO",1.88,"+0.80%"
"MGC","MG UNIT UNITS",1.025,"+5.128%"
"MXC","MGC PHARMA FPO",0.059,"+0.000%"
"MWR","MGM WIRE FPO",0.56,"+0.00%"
"MHM","MHM METALS FPO",0.035,"+0.000%"
"MHJ","MICHAELHLL FPO",1.245,"+0.403%"
"MX1","MICRO-X FPO",0.43,"+7.50%"
"MDI","MIDDLE ISL FPO",0.02,"+0.00%"
"MWY","MIDWAY FPO",2.39,"+0.00%"
"MIG","MIGME LTD FPO",0.044,"+0.000%"
"MOY","MILLENNIUM FPO",0.23,"+0.00%"
"MIL","MIL-SG FPO",1.72,"+2.38%"
"MAX","MILLINIUM UNIT",6.28,"+0.00%"
"MLT","MILTON FPO",4.45,"-0.22%"
"MNB","MINBOS RES FPO",0.006,"+0.000%"
"MCR","MINCOR FPO",0.18,"+0.00%"
"MDX","MINDAX FPO",0.01,"+0.00%"
"MIZ","MINERA FPO",0.001,"+0.000%"
"MRC","MIN.COMMOD FPO",0.13,"+0.00%"
"MDL","MINDEPOSIT FPO",0.52,"-1.89%"
"MIN","MINERALRES FPO",10.57,"+0.76%"
"MEP","MIN EX FPO",0.076,"-6.173%"
"MRR","MINREXRES FPO",0.068,"+0.000%"
"MNW","MINT PAYM FPO",0.07,"+0.00%"
"MLI","MINTAILS FPO",0.02,"+0.00%"
"MIR","MIRRABOOKA FPO",2.56,"-0.39%"
"MGR","MIRVAC GRP STAPLED",2.30,"+0.44%"
"MBT","MISSIONNEW FPO",0.036,"+0.000%"
"MSV","MITCH SERV FPO",0.032,"-3.030%"
"MTH","MITHRIL FPO",0.005,"+0.000%"
"MUA","MITULA FPO",0.91,"+0.00%"
"MRM","MMAOFFSHOR FPO",0.22,"+0.00%"
"MMG","MMG CDI 1:10",4.90,"+0.00%"
"MMJ","MMJ PHYTO FPO",0.585,"-5.645%"
"MIH","MNC INVEST CDI FORUS",3.60,"+0.00%"
"MNF","MNFGROUP FPO",4.54,"-1.30%"
"MBO","MOBILARM FPO",0.025,"+0.000%"
"MBE","MOBEMBRACE FPO",0.058,"-1.695%"
"MOB",N/A,N/A,N/A
"MOD","MODRES FPO",0.057,"+0.000%"
"MOE","MOELISAUS FPO",3.15,"+0.00%"
"MKB","MOKO MEDIA FPO",0.003,"+0.000%"
"MPO","MOLOPO FPO",0.14,"+0.00%"
"MOL","MOLY MINES FPO",0.069,"+0.000%"
"MND","MONADEL FPO",12.54,"+0.72%"
"MA1","MON AB INV FPO",0.805,"+0.625%"
"MVF","MONASH IVF FPO",2.00,"-0.99%"
"MOX","MONAX FPO",0.01,"-9.09%"
"MNY","MONEY3 FPO",1.375,"-0.722%"
"MZM","MONTEZUMA FPO",0.135,"+0.000%"
"MRV","MORETON FPO",0.009,"+0.000%"
"MEC",N/A,N/A,N/A
"MOC","MORTCHOICE FPO",2.27,"+0.44%"
"MOT","MOTOPIA FPO",0.043,"+0.000%"
"MTO","MOTORCYCLE FPO",3.81,"+0.26%"
"MTB","MT BURGESS FPO",0.007,"+0.000%"
"MGX","MT GIBSON FPO",0.355,"-2.740%"
"MRD","MOUNT RID FPO",0.009,"+0.000%"
"MRQ","MRG METALS FPO",0.013,"-7.143%"
"MSM","MSM CORP FPO",0.22,"+0.00%"
"MXU",N/A,N/A,N/A
"MSI","MULTISTACK FPO",0.03,"+7.14%"
"MCH","MURCHISON FPO",0.20,"+0.00%"
"MCA","MURRAY COD FPO",0.061,"-4.688%"
"MRG","MRORGANICS FPO",1.11,"+0.00%"
"MGV","MUSGRAVE FPO",0.085,"+2.410%"
"MUS","MUSTANG FPO",0.075,"-1.316%"
"MPX","MUSTERA FPO",0.29,"+0.00%"
"MYR","MYER FPO",1.105,"-1.339%"
"MYQ","MYFIZIQ FPO",0.05,"+0.00%"
"MYO","MYOB GROUP FPO",3.54,"-0.84%"
"MYS","MYSTATE FPO",4.70,"+1.29%"
"MZI","MZI RES FPO",0.25,"-5.66%"
"N1H","N1HOLDINGS FPO",0.175,"+0.000%"
"NAG","NAGAMBIE FPO",0.071,"-5.333%"
"NAM","NAMOI COT CCU",0.37,"+0.00%"
"NAN","NANOSONICS FPO",3.16,"+0.32%"
"NAC","NAOSABSOPP FPO",1.105,"+0.000%"
"NCC","NAOS EMERG FPO",1.49,"+0.00%"
"NAB","NAT. BANK FPO",33.88,"+0.83%"
"NAF",N/A,N/A,N/A
"NAO",N/A,N/A,N/A
"NAH",N/A,N/A,N/A
"NAJ",N/A,N/A,N/A
"NRM",N/A,N/A,N/A
"NSR","NSREIT STAPLED",1.475,"-1.007%"
"NVL","NATVETCARE FPO",2.62,"+0.38%"
"NML","NAVARRE FPO",0.039,"+2.632%"
"NAV","NAVIGATOR FPO",0.008,"+0.000%"
"NVT","NAVITAS FPO",4.56,"-0.44%"
"NEA","NEARMAP FPO",0.52,"-2.80%"
"NES","NELSON RESOURCES LTD",N/A,"+0.00%"
"NXR","NEMEX RESO FPO",0.02,"+0.00%"
"NMT","NEOMETALS FPO",0.31,"-1.59%"
"NMS","NEPTUNE FPO",1.05,"+0.00%"
"NCL","NETCENTRIC CDI 1:1",0.05,"+0.00%"
"NTC","NETCOMM FPO",1.41,"-1.05%"
"NET","NETLINKZ FPO",0.017,"+0.000%"
"NEU","NEUREN FPO NZ",0.071,"+1.429%"
"NTI","NEUROTECH FPO",0.23,"+27.78%"
"NAE","NEW AGE FPO",0.019,"-5.000%"
"NGE","NGENERGY FPO",0.395,"+0.000%"
"NHC","NEW HOPE FPO",1.66,"-3.21%"
"NHO","NEWHORIZON FPO",0.024,"+0.000%"
"NSE","NS ENERGY FPO",0.005,"+0.000%"
"NTL","NEWTALISMN FPO NZ",0.006,"+0.000%"
"NZK","NZKSALMON FPO NZX",1.25,"+0.00%"
"NCM","NEWCREST FPO",22.03,"-1.78%"
"NWF","NEWFIELD FPO",0.45,"+4.65%"
"NWS","NEWS CORP B VOTING",17.76,"+0.17%"
"NWZ","NEWZULU FPO",0.002,"+0.000%"
"NME","NEX METALS FPO",0.006,"+0.000%"
"NXT","NEXTDC FPO",4.18,"-0.48%"
"NXM","NEXUS MINS FPO",0.077,"-1.282%"
"NHF","NIBHOLDING FPO",5.97,"-0.50%"
"NCK","NICK SCALI FPO",7.28,"-0.14%"
"NIO","NICKELORE FPO",0.026,"+0.000%"
"NDO","NIDO PETRO FPO",0.03,"-14.29%"
"NEC","NINE ENT FPO",1.245,"+1.633%"
"NIU","NIUMINCO FPO",0.002,"+0.000%"
"NKP","NKWE COMMON",0.045,"+0.000%"
"NMG","NOBLEMIN FPO",0.007,"+0.000%"
"NMM","NOBLEMET FPO",0.115,"+0.000%"
"NBL","NONI B FPO",1.59,"+0.00%"
"NIB",N/A,N/A,N/A
"NTU","NTH MINS FPO",0.125,"+4.167%"
"NMI","NORTHMIN FPO",0.013,"+0.000%"
"NST","NTH STAR FPO",4.47,"+4.93%"
"NWE","NORWEST FPO",0.004,"+0.000%"
"NOR","NORWOOD FPO",0.018,"-5.263%"
"NOE","NOVARISE FPO",0.16,"+0.00%"
"NOV","NOVATTI FPO",0.15,"+0.00%"
"NHL","NOVITA H FPO",0.031,"+0.000%"
"NRT","NOVOGEN FPO",0.05,"+4.17%"
"NOX","NOXOPHARM FPO",0.40,"+6.67%"
"NWH","NRWHOLDLTD FPO",0.55,"+2.80%"
"NSL","NSL CONSOL FPO",0.032,"+3.226%"
"NSX","NSX LTD FPO",0.275,"+0.000%"
"NTM","NMANGANSES FPO",0.07,"+1.45%"
"NCR","NUCOAL FPO",0.005,"+0.000%"
"NGY","NUENERGY FPO",0.045,"+0.000%"
"NFN",N/A,N/A,N/A
"NUF","NUFARM FPO",10.10,"+1.10%"
"NUH","NUHEARA FPO",0.072,"-1.370%"
"NVO","NVOI LTD FPO",0.048,"+0.000%"
"NYO","NYOTA MIN FPO",0.001,"+0.000%"
"NZM","NZME LTD FPO NZX",0.805,"+0.000%"
"NZC","NZURICOPP FPO",0.26,"+4.00%"
"OKJ","OAKAJEE FPO",0.08,"+0.00%"
"OAR","OAKDALE FPO",0.06,"+0.00%"
"OBJ","OBJ LTD FPO",0.072,"+7.463%"
"OCL","OBJECTIVE FPO",2.18,"+0.46%"
"OGC","OCEANAGOLD CDI 1:1",4.05,"+0.00%"
"OCP","OCEANIA CP FPO",2.04,"+0.00%"
"OGH","OCHRE GRP FPO",0.068,"+0.000%"
"OXX","OCTANEX FPO",0.06,"+0.00%"
"ODN","ODIN ENG FPO",0.35,"+0.00%"
"ODY","ODYSSEY FPO",0.063,"-3.077%"
"OFX","OZFOREX FPO",1.405,"+0.000%"
"OBL","OIL BASINS FPO",0.005,"+0.000%"
"OSH","OIL SEARCH FPO 10T",7.30,"-0.68%"
"OEX","OILEX LTD FPO",0.005,"+0.000%"
"OKU","OKLO RES FPO",0.28,"+0.00%"
"OLH","OLDFIELD H FPO",0.03,"+0.00%"
"OMH","OM HLDNGS FPO 10C",0.12,"+4.35%"
"OMT","OMNIMARKET DEF SET",0.15,"+0.00%"
"OSL","ONCOSIL FPO",0.13,"+0.00%"
"1AL","ONEALL FPO",0.95,"+2.70%"
"ONE","ONEVIEW CDI 1:1",5.10,"+0.79%"
"OVH","ONEVUEHOLD FPO",0.545,"-2.679%"
"OTR","ONTERRAN FPO",0.315,"+0.000%"
"OML","OOHMEDIA FPO",4.46,"-0.89%"
"OOK","OOKAMI LTD FPO",0.019,"+0.000%"
"OPN","OPENDNA FPO",0.16,"-5.88%"
"OPT","OPTHEA FPO",0.905,"-1.630%"
"OIL","OPTISCAN FPO",0.11,"+4.76%"
"OPG","OPUS GRP FPO",0.505,"+0.000%"
"OEC","ORBITAL FPO",0.48,"+0.00%"
"OGY","ORCAENERGY FPO",0.012,"+0.000%"
"ORR","ORECORP FPO",0.50,"+3.09%"
"ORH","ORH FPO",0.001,"+0.000%"
"ORI","ORICA FPO",18.61,"+1.47%"
"OTI","ORIEN TECH FPO",0.009,"+0.000%"
"ORG","ORIGIN ENE FPO",7.26,"-3.59%"
"OGX","ORINOCO FPO",0.049,"+6.522%"
"OEQ","ORION EQ FPO",0.18,"+0.00%"
"ORN","ORION GOLD FPO",0.023,"+0.000%"
"OHE","ORIONHEALT FPO NZX",1.35,"+0.75%"
"ORM","ORION MET FPO",0.039,"+0.000%"
"OVL","OROVERDE FPO",0.016,"+0.000%"
"ORE","OROCOBRE FPO",2.94,"+7.30%"
"ORA","ORORA FPO",3.01,"+1.69%"
"ORL","OROTON FPO",1.46,"-2.67%"
"OEG","ORPHEUS FPO",0.01,"+0.00%"
"OCC","ORTHOCELL FPO",0.44,"+3.53%"
"OSP","OSPREY MED CDI FORUS",0.455,"+1.111%"
"OLV","OTH LEVELS FPO",0.029,"+0.000%"
"OEL","OTTOENERGY FPO",0.029,"-3.333%"
"OVN","OVENTUS FPO",0.46,"-4.17%"
"OTW","OTW HLDING FPO",1.955,"+0.000%"
"OVR","OVERLAND FPO",0.012,"+9.091%"
"OZL","OZMINER FPO",7.00,"-1.55%"
"OZG","OZGROWTH FPO",0.165,"+3.125%"
"OZT",N/A,N/A,"+0%"
"PAK","PACIFICAM FPO",0.07,"+0.00%"
"PBX","PACIFICBA FPO",0.025,"-13.793%"
"PAC","PACCURRENT FPO",4.75,"+0.64%"
"PDF","PACIFIC D FPO",0.029,"+0.000%"
"PEA","PAC ENERGY FPO",0.67,"-2.19%"
"PFM","PAC.MINING FPO",0.35,"+0.00%"
"PSQ","PACSMILES FPO",2.00,"+1.52%"
"PNW","PAC STAR FPO",0.23,"+0.00%"
"PMY","PACIFICO FPO",0.006,"-14.286%"
"PGH","PACT GROUP FPO",6.98,"-0.14%"
"PDN","PALADIN FPO",0.105,"+0.000%"
"PZC","PAN ASIA FPO",0.003,"+0.000%"
"PPP","PAN PAC. FPO",0.029,"+0.000%"
"PCL","PANCONT FPO",0.002,"+0.000%"
"PSY","PANORAMA FPO",0.045,"-2.174%"
"PAN","PANORAMIC FPO",0.28,"+0.00%"
"PGI","PANTERRA G FPO",0.061,"-6.154%"
"PNR","PANTORO FPO",0.20,"+0.00%"
"PXU",N/A,N/A,N/A
"PPY","PAPYRUS FPO",0.005,"+0.000%"
"PAR","PARA BIO FPO",0.51,"+0.00%"
"PGC","PARAGON FPO",0.75,"-0.66%"
"PNL","PARINGA FPO",0.52,"-1.89%"
"PWN","PARKWAY FPO",0.013,"+0.000%"
"PAB","PATRYS FPO",0.006,"+0.000%"
"PEK","PEAK RES FPO",0.093,"+2.198%"
"PKO","PEAKO LTD FPO",0.015,"-37.500%"
"PEX","PEEL MNG FPO",0.235,"+0.000%"
"PPC","PEET FPO",1.235,"+0.407%"
"PUN","PEGASUS FPO",0.062,"+1.639%"
"PEL","PELICAN FPO",0.009,"+0.000%"
"PEN","PENINSULA FPO",0.35,"-5.41%"
"PSM","PEN MINES FPO",0.02,"+0.00%"
"PTL","PENTAL FPO",0.67,"+0.00%"
"PNN","PEPINNINI FPO",0.031,"+3.333%"
"PEP","PEPPER GRP FPO",2.80,"-0.36%"
"PIL","PEPPERMINT FPO",0.011,"+0.000%"
"PIC","PERPEQUITY FPO",1.01,"-0.98%"
