"AFR.AX","AFRICAN EN CDI 1:1",0.069,+0.005,N/A
"AFT.AX","AFT CORP FPO",0.001,+0.000,N/A
"AFP.AX","AFT PHARM FPO NZX",3.00,+0.00,N/A
"AFY.AX","AFTERPAY FPO",2.56,+0.05,N/A
"AGL.AX","AGL ENERGY FPO",27.30,+0.01,N/A
"AGJ.AX","AGRI LAND UNIT",0.05,+0.00,N/A
"AMN.AX","AGRIMIN FPO",0.55,+0.06,N/A
"AGR.AX","AGUIA RES FPO",0.49,-0.01,N/A
"AHL.AX","AHALIFE FPO",0.045,-0.003,N/A
"APW.AX","AIMSPROSEC UNIT",1.50,+0.00,N/A
"AGI.AX","AINSWORTH FPO",1.85,-0.00,N/A
"AIZ.AX","AIR N.Z. FPO NZX",2.58,+0.00,N/A
"AXP.AX","AIRXPANDRS CDI FORUS",0.845,-0.010,N/A
"AJL.AX","AJ LUCAS FPO",0.31,+0.00,N/A
"AQG.AX","ALACERGOLD CDI 1:1",2.10,+0.06,N/A
"AUQ.AX","ALARA RES FPO",0.017,+0.000,N/A
"ACL.AX","ALCHEMIA FPO",0.01,+0.00,N/A
"ALY.AX","ALCHEMYRES FPO",0.017,+0.000,N/A
"ALC.AX","ALCIDION FPO",0.06,+0.00,N/A
"LEP.AX","ALE GROUP STAPLED",4.84,-0.01,N/A
"AJX.AX","ALEXIUM FPO",0.50,-0.02,N/A
"AEB.AX","ALGAETEC FPO",0.054,+0.000,N/A
"AQI.AX","ALICANTO FPO",0.17,+0.01,N/A
"AQX.AX","ALICEQUEEN FPO",0.049,+0.002,N/A
"ALK.AX","ALKANE FPO",0.255,-0.005,N/A
"AHQ.AX","ALLEGIANCE FPO",0.027,+0.000,N/A
"AMT.AX","ALLEGRA FPO",0.20,+0.00,N/A
"AQZ.AX","AAVIATION FPO",0.69,+0.00,N/A
"AGS.AX","ALLIANCE FPO",0.092,+0.005,N/A
"AGE.AX","ALLIGATOR FPO",0.012,+0.000,N/A
"AYR.AX","ALLOY RES FPO",0.006,+0.000,N/A
"ALQ.AX","ALS FPO",6.35,-0.15,N/A
"ARS.AX","ALTRES LTD FPO",0.049,-0.001,N/A
"ATC.AX","ALTECH CHE FPO",0.125,-0.005,N/A
"AIQ.AX","A INV TRST UNITS",0.09,+0.00,N/A
"1AG.AX","ALTERRA FPO",0.027,+0.000,N/A
"ALU.AX","ALTIUM LTD FPO",8.70,+0.14,N/A
"AME.AX","ALTOMETALS FPO",0.090,+0.000,N/A
"AOH.AX","ALTONA FPO",0.145,+0.000,N/A
"AJM.AX","ALTURA FPO",0.15,+0.01,N/A
"AWC.AX","ALUMINA FPO",1.74,+0.04,N/A
"AMA.AX","AMA GROUP FPO",1.08,+0.00,N/A
"ANL.AX","AMANI GOLD FPO",N/A,+0.000,N/A
"AYS.AX","AMAYSIM FPO",1.820,-0.015,N/A
"AMO.AX","AMBERTECH FPO",0.21,+0.00,N/A
"AMB.AX","AMBITION FPO",0.165,+0.000,N/A
"AMH.AX","AMCIL FPO",0.93,-0.01,N/A
"AMC.AX","AMCOR FPO",15.64,+0.05,N/A
"AOW.AX","AMERICAN FPO",0.032,+0.000,N/A
"AXZ.AX","AMEX RES FPO",0.50,+0.00,N/A
"AMP.AX","AMP FPO",5.37,-0.02,N/A
"ANQ.AX","ANAECO LTD FPO",0.003,+0.000,N/A
"ALT.AX","ANALYTICA FPO",0.006,+0.000,N/A
"ANR.AX","ANATARA LS FPO",1.04,-0.01,N/A
"AHR.AX","ANCHOR RES FPO",N/A,+0.000,N/A
"ADN.AX","ANDROMEDA FPO",0.008,+0.000,N/A
"ATM.AX","ANEKA TAMB CDI 1:5",0.90,+0.00,N/A
"AQM.AX",N/A,N/A,N/A,N/A
"AAR.AX","ANGLO FPO",0.04,+0.01,N/A
"AGG.AX","ANGLOGOLD CDI 5:1",3.25,-0.05,N/A
"AB1.AX","ANIMOCA FPO",0.03,+0.00,N/A
"AWV.AX","ANOVAMETAL FPO",0.12,+0.00,N/A
"ANN.AX","ANSELL FPO",23.89,+0.00,N/A
"ASN.AX","ANSON RES FPO",0.027,-0.001,N/A
"AZZ.AX","ANTARES FPO",N/A,+0.00,N/A
"ATT.AX","ANTE REAL UNIT",0.035,+0.000,N/A
"ADO.AX","ANTEO FPO",0.032,+0.000,N/A
"AVD.AX","ANTILLES FPO",0.021,+0.000,N/A
"AZY.AX","ANTIPA MIN FPO",0.019,+0.001,N/A
"APL.AX","ANTIPODES FPO",1.23,+0.00,N/A
"ANP.AX","ANTISENSE FPO",0.035,+0.000,N/A
"APE.AX","AP EAGERS FPO",8.00,+0.00,N/A
"APA.AX","APA GROUP STAPLED",9.50,+0.08,N/A
"AAL.AX","APAC COAL FPO",N/A,+0.000,N/A
"AQQ.AX","APHRODITE FPO",0.025,-0.001,N/A
"AHX.AX","APIAM FPO",1.18,-0.02,N/A
"APN.AX","APN N&M FPO",N/A,+0.12,N/A
"APO.AX","APNOUTDOOR FPO",5.16,-0.14,N/A
"APD.AX","APN PROP FPO",0.39,-0.01,N/A
"AOP.AX","APOLLOCONS FPO",0.072,+0.000,N/A
"AON.AX","APOLLO MIN FPO",0.205,-0.010,N/A
"AOJ.AX",N/A,N/A,N/A,N/A
"AOR.AX",N/A,N/A,N/A,N/A
"AOL.AX",N/A,N/A,N/A,N/A
"ATL.AX","APOLLO T&L FPO",1.40,+0.08,N/A
"APX.AX","APPEN FPO",2.69,+0.02,N/A
"AD1.AX","APPLYDIRCT FPO",0.200,+0.000,N/A
"AQH.AX",N/A,N/A,N/A,N/A
"AQU.AX","AQUAINT FPO",N/A,+0.00,N/A
"AQS.AX","AQUIS FPO",0.08,+0.00,N/A
"ARU.AX","ARAFURA FPO",0.06,-0.00,N/A
"ARB.AX","ARB CORP FPO",16.80,+0.35,N/A
"ARX.AX","ARC EXPLRN FPO",0.600,+0.000,N/A
"AXE.AX","ARCHER EXP FPO",0.059,-0.002,N/A
"ARL.AX","ARDEARES FPO",0.595,+0.010,N/A
"AAD.AX","ARDENT LEI STAPLED",2.10,-0.02,N/A
"ADV.AX","ARDIDEN FPO",0.018,+0.001,N/A
"ARF.AX","ARENA REIT STAPLED",2.12,-0.05,N/A
"ARD.AX","ARGENT MIN FPO",0.03,-0.00,N/A
"AXT.AX","ARGO EXPLO FPO",0.035,+0.000,N/A
"ALI.AX","ARGO GLOBL FPO",1.84,+0.00,N/A
"ARG.AX","ARGO FPO",7.66,-0.01,N/A
"ARE.AX","ARGONAUT FPO",0.009,-0.001,N/A
"AGY.AX","ARGOSY FPO",0.07,+0.00,N/A
"ARA.AX","ARIADNE FPO",0.76,-0.01,N/A
"ALL.AX","ARISTOCRAT FPO",20.22,-0.04,N/A
"AHK.AX","ARK MINES FPO",0.125,-0.020,N/A
"AIK.AX","ARMIDALE FPO",N/A,+0.000,N/A
"AJQ.AX","ARMOUR FPO",0.082,-0.003,N/A
"AWQ.AX","AROWOPPFND FPO",0.94,+0.00,N/A
"AWN.AX","AROWANA FPO",0.53,-0.04,N/A
"ARI.AX","ARRIUM FPO",N/A,+0.000,N/A
"AR1.AX","ARROWHEAD FPO",N/A,+0.000,N/A
"ARV.AX","ARTEMIS FPO",0.075,+0.000,N/A
"AAJ.AX","ARUMA RES FPO",0.009,+0.000,N/A
"AHY.AX","ASALEO FPO",1.920,+0.030,N/A
"AJY.AX","ASAPLUS CDI 1:1",0.12,+0.00,N/A
"AFA.AX","ASF GROUP FPO",0.20,+0.00,N/A
"ASH.AX","ASHLEYSERV FPO",0.080,+0.002,N/A
"AJD.AX","APDCDATA STAPLED",1.63,+0.01,N/A
"DIG.AX","APDIGITAL FPO",0.35,+0.00,N/A
"AJJ.AX","ASIAN AMER FPO",0.14,+0.00,N/A
"ATB.AX",N/A,N/A,N/A,N/A
"AUF.AX","ASIANMAST FPO",1.40,+0.00,N/A
"AM3.AX",N/A,N/A,N/A,N/A
"AKF.AX","ASK FUND FPO",0.06,+0.00,N/A
"APZ.AX","ASPEN STAPLED",1.08,+0.00,N/A
"ASP.AX","ASPERMONT FPO",0.008,+0.000,N/A
"AKM.AX","ASPIRE FPO",0.021,+0.000,N/A
"ASY.AX","ASSEMBLE FPO",N/A,+0.000,N/A
"AO1.AX","ASSETOWL FPO",0.25,+0.00,N/A
"AIR.AX","ASTIVITA FPO",0.079,+0.000,N/A
"AJA.AX","ASTROJAPAN FORUS",6.66,+0.00,N/A
"ARO.AX","ASTRO RES FPO",0.003,+0.000,N/A
"ATR.AX","ASTRON CDI 1:1",0.20,+0.02,N/A
"ASX.AX","ASX FPO",51.31,+0.02,N/A
"ATA.AX","ATC ALLOYS FPO",N/A,+0.000,N/A
"ACG.AX","ATCOR FPO",0.058,+0.000,N/A
"AHN.AX","ATHENA RES FPO",0.027,+0.000,N/A
"AGO.AX","ATLAS IRON FPO",0.014,+0.000,N/A
"ATP.AX","ATLASPEARL FPO",0.028,+0.000,N/A
"ATU.AX","ATRUM COAL FPO",0.26,-0.02,N/A
"AYA.AX","ATTILA RES FPO",N/A,+0.000,N/A
"AUB.AX","AUB GROUP FPO",12.50,+0.16,N/A
"AIA.AX","AUCK AIRPT FPO NZX",6.75,-0.12,N/A
"ACP.AX","AUDALIA FPO",0.022,+0.000,N/A
"AKP.AX","AUDIOPIXEL FPO",16.45,+1.20,N/A
"AUG.AX","AUGEND FPO",N/A,+0.00,N/A
"AUK.AX","AUGUR RES FPO",N/A,+0.000,N/A
"AEE.AX","AURA EN FPO",0.027,-0.001,N/A
"AMI.AX","AURELIA FPO",0.21,+0.00,N/A
"AZJ.AX","AURIZON FPO",5.45,+0.05,N/A
"AOU.AX","AUROCH MIN FPO",0.200,-0.005,N/A
"ABW.AX","AURORA ARF ORD UNIT",0.57,+0.00,N/A
"AOD.AX","AURORADIT MFUNIT",N/A,+0.004,N/A
"AIB.AX","AURORA GLB UNITS",0.81,+0.01,N/A
"A3D.AX","AURORALABS FPO",1.50,-0.09,N/A
"ARM.AX","AURORA MIN FPO",0.049,+0.000,N/A
"AUP.AX","AURORA PRP UNITS",4.76,+0.01,N/A
"AQJ.AX","AUSASIAMIN FPO",N/A,+0.000,N/A
"ANW.AX","AUS TIN FPO",0.009,+0.001,N/A
"AC8.AX","AUSCANN FPO",0.66,+0.00,N/A
"ASL.AX","AUSDRILL FPO",1.380,+0.005,N/A
"AUC.AX","AUSGOLD FPO",0.029,+0.000,N/A
"AOA.AX","AUSMON FPO",0.005,+0.000,N/A
"AU1.AX","AUSFINSERV FPO",0.026,+0.003,N/A
"ANV.AX",N/A,N/A,N/A,N/A
"AST.AX","AUSNET FPO",1.760,+0.015,N/A
"AQD.AX","AUSQUEST FPO",0.012,+0.000,N/A
"ARK.AX","AUSROC ME FPO",N/A,+0.00,N/A
"ASB.AX","AUSTAL LTD FPO",1.810,+0.045,N/A
"AOK.AX","AUSTEX OIL FPO",0.025,-0.001,N/A
"ANG.AX","AUSTIN ENG FPO",0.17,+0.00,N/A
"AKK.AX","AUSTIN FPO",0.004,+0.000,N/A
"ACK.AX","AUSTOCK FPO",0.75,+0.00,N/A
"APG.AX","AUSTPAC R FPO",0.007,+0.000,N/A
"AGD.AX","AUST GOLD FPO",0.155,+0.000,N/A
"ARH.AX","AUSASN RES FPO",N/A,+0.000,N/A
"ANZ.AX","ANZ BANK FPO",29.21,-0.79,N/A
"AYM.AX","AUSTUNITED FPO",0.005,+0.000,N/A
"AAC.AX","AUST AG CO FPO",1.730,+0.015,N/A
"AAP.AX","AUSAGRIPRO FPO",N/A,+0.000,N/A
"ABX.AX","AUSBAUXITE FPO",0.125,+0.000,N/A
"ACO.AX","AUSCAREER FPO",N/A,+0.00,N/A
"XCL.AX",N/A,N/A,N/A,N/A
"AHF.AX","AUSDAIRY STAPLED",0.12,+0.00,N/A
"AYF.AX","AUST EIF UNIT",6.07,+0.00,N/A
"AEF.AX","A ETHICAL FPO",86.85,-0.60,N/A
"AFG.AX","AUSTRA FIN FPO",1.390,+0.070,N/A
"AFI.AX","AUS.FOUND. FPO",5.87,+0.00,N/A
"AQF.AX","AUSGOVMAST FPO",2.00,-0.02,N/A
"GSB.AX",N/A,N/A,N/A,N/A
"GSI.AX",N/A,N/A,N/A,N/A
"ALF.AX","AUST LEAD FPO",1.22,+0.03,N/A
"AYD.AX","AMYF ONE FPO",N/A,+0.00,N/A
"AYH.AX","AMYF TWO FPO",N/A,+18.05,N/A
"AYJ.AX","AMYF THREE FPO",55.00,+0.00,N/A
"AYK.AX","AMYF FOUR FPO",N/A,+0.00,N/A
"AYZ.AX","AMYF FIVE FPO",N/A,+0.00,N/A
"AUZ.AX","AUST MINES FPO",0.013,+0.001,N/A
"AQC.AX","AUSPACCOAL FPO",0.013,-0.001,N/A
"API.AX","AUST PHARM FPO",2.23,-0.03,N/A
"APC.AX","AUSPOTASH FPO",0.125,-0.010,N/A
"ARC.AX","AUST RURAL FPO",0.65,+0.00,N/A
"AUI.AX","A.U.INV. FPO",8.21,+0.01,N/A
"AYU.AX",N/A,N/A,N/A,N/A
"AOF.AX","AU OFFICE FPO",2.13,+0.01,N/A
"AVL.AX","AUSTVANAD FPO",0.018,-0.001,N/A
"AVG.AX","AUST VINT FPO",0.480,-0.005,N/A
"AWY.AX","AUSWHISKY FPO",0.032,-0.002,N/A
"ATS.AX","AUSTRALIS FPO",0.24,+0.01,N/A
"ANS.AX","AUSTSINORE FPO",N/A,+0.000,N/A
"ABA.AX","AUSWIDE FPO",5.23,+0.03,N/A
"AIY.AX","AUTHINVEST FPO",0.024,+0.000,N/A
"AHG.AX","AHG LTD FPO",3.74,+0.01,N/A
"4WD.AX","AUTO SOLNS FPO",0.385,-0.030,N/A
"ASG.AX","AUTOSPORTS FPO",2.30,-0.05,N/A
"AVI.AX","AVALON MIN FPO",0.017,+0.000,N/A
"AVB.AX","AVANCO RES FPO",0.10,-0.00,N/A
"AEV.AX","AVENIRA FPO",0.084,-0.004,N/A
"AVN.AX","AVENTUS RE UNIT",2.51,+0.00,N/A
"AOG.AX","AVEO GROUP STAPLED",3.15,+0.01,N/A
"AVW.AX","AVIRAENRGY FPO",0.21,+0.00,N/A
"AVH.AX","AVITA MED FPO",0.09,-0.00,N/A
"AVJ.AX","AVJ FPO",0.610,-0.005,N/A
"AVZ.AX","AVZ MINS FPO",0.041,-0.004,N/A
"AWE.AX","AWE LTD FPO",0.48,+0.03,N/A
"AXJ.AX",N/A,N/A,N/A,N/A
"AVQ.AX","AXIOM MINE CDI 1:1",0.115,+0.010,N/A
"AXI.AX","AXIOM FPO",0.05,+0.00,N/A
"AXL.AX","AXSESS T FPO",1.54,-0.03,N/A
"AYG.AX","AXXISTECH FPO",N/A,+0.000,N/A
"APY.AX","AZONTOPET FPO",0.010,+0.000,N/A
"AZM.AX","AZUMAH FPO",0.027,-0.001,N/A
"AZV.AX","AZ HEALTH FPO",0.105,-0.003,N/A
"AZS.AX","AZURE MINS FPO",0.013,+0.001,N/A
"BBN.AX","BABY B FPO",2.08,+0.06,N/A
"BTI.AX","BAILADOR FPO",0.93,+0.01,N/A
"BOQ.AX","BANK QLD FPO",11.61,-0.19,N/A
"BMN.AX","BANNERMAN FPO",0.043,+0.000,N/A
"BAP.AX","BAPCOR LTD FPO",5.46,+0.11,N/A
"BKP.AX","BARAKA FPO",0.002,+0.000,N/A
"BCL.AX","BARALABA FPO",0.50,+0.00,N/A
"BD1.AX","BARD1 LIFE FPO",0.03,+0.00,N/A
"BAR.AX","BARRA RES FPO",0.05,+0.00,N/A
"BST.AX","BARRACKST FPO",0.92,+0.00,N/A
"BSE.AX","BASEIRON FPO",0.32,+0.00,N/A
"BSM.AX","BASSMETALS FPO",0.012,+0.000,N/A
"BAS.AX","BASS OIL FPO",0.003,+0.000,N/A
"BSR.AX","BASSARI FPO",0.017,+0.000,N/A
"BRL.AX","BATHURST FPO",0.085,-0.003,N/A
"BAT.AX","BATTMIN FPO",0.074,-0.001,N/A
"BMH.AX","BAUMART FPO",0.220,+0.000,N/A
"BAU.AX","BAUXITERES FPO",0.068,-0.001,N/A
"BBX.AX","BBXMINERAL FPO",0.08,+0.00,N/A
"BCI.AX","BCIRON FPO",0.140,+0.005,N/A
"BCD.AX","BCD RES FPO",N/A,+0.000,N/A
"BPT.AX","BEACH FPO",0.70,-0.00,N/A
"BLX.AX","BEACON LTG FPO",1.77,-0.10,N/A
"BCN.AX","BEACON MIN FPO",0.022,+0.000,N/A
"BDR.AX","BEADELL FPO",0.230,+0.005,N/A
"BGA.AX","BEGA FPO",6.14,+0.05,N/A
"BFG.AX","BELL FN GP FPO",0.685,-0.005,N/A
"BAL.AX","BELLAMYS FPO",6.10,+0.30,N/A
"BEN.AX","BEN ADE BK FPO",11.93,-0.31,N/A
"BLT.AX","BENITEC FPO",0.185,+0.000,N/A
"BEL.AX","BENTLEY FPO",0.145,-0.005,N/A
"BKY.AX","BERKELEY FPO",0.75,-0.02,N/A
"BMT.AX","BERKUT FPO",0.190,-0.020,N/A
"BFC.AX","BEST GLOB FPO",0.265,-0.005,N/A
"BYI.AX","BEYOND INT FPO",0.98,-0.04,N/A
"BHP.AX","BHP BLT FPO",23.19,+0.19,N/A
"BID.AX","BIDENERGY FPO",0.036,+0.000,N/A
"BRI.AX","BIG RIVER FPO",1.67,+0.01,N/A
"BIG.AX","BIG UN FPO",0.69,+0.04,N/A
"BTH.AX","BIGTINCAN FPO",0.195,-0.005,N/A
"BBG.AX","BILLABONG FPO",1.13,+0.00,N/A
"BNO.AX","BIONOMICS FPO",0.35,+0.01,N/A
"BTC.AX","BIO CAPITL FPO",0.13,-0.01,N/A
"BIT.AX","BIOTRON FPO",0.035,-0.001,N/A
"BXN.AX","BIOXYNE FPO",0.018,+0.000,N/A
"BOP.AX","B&P GROUP FPO",N/A,+0.00,N/A
"BGS.AX","BIRIMIAN FPO",N/A,+0.000,N/A
"BIS.AX","BISALLOY FPO",0.425,+0.000,N/A
"BSN.AX","BISAN FPO",0.019,+0.000,N/A
"BKI.AX","BKI INVEST FPO",1.620,-0.035,N/A
"BKM.AX","BKM MANAGE FPO",0.001,+0.000,N/A
"BMZ.AX","BLACKMOUNT FPO",0.036,-0.007,N/A
"BKT.AX","BLACKROCK FPO",0.08,+0.00,N/A
"BSP.AX","BLACKSTAR FPO",0.003,+0.000,N/A
"BGG.AX","BGOLD INT FPO",0.031,+0.000,N/A
"BLK.AX","BLACKHAM FPO",0.36,-0.01,N/A
"BKL.AX","BLACKMORE. FPO",110.00,+0.90,N/A
"BSX.AX","BLACKSTONE FPO",0.19,+0.00,N/A
"BWF.AX","BLACKWALL FPO",1.00,+0.05,N/A
"BWR.AX","BWLPTRUST UNITS",1.35,+0.00,N/A
"BLZ.AX","BLAZE INT FPO",0.03,+0.00,N/A
"BGH.AX","BLIGHRESOU FPO",0.038,+0.000,N/A
"BDI.AX","BLINA M FPO",0.002,+0.000,N/A
"BUL.AX","BLUEENERGY FPO",0.057,+0.000,N/A
"BLA.AX","BLUE SKY FPO",8.12,+0.03,N/A
"BAF.AX","BLUE S AAF FPO",1.16,+0.02,N/A
"BCT.AX","BLUECHIIP FPO",0.033,+0.002,N/A
"BSL.AX","BLUESCOPE FPO",11.55,+0.17,N/A
"BLG.AX","BLUGLASS FPO",0.250,+0.000,N/A
"BMG.AX","BMG FPO",0.01,+0.00,N/A
"BOA.AX","BOADICEA FPO",0.19,+0.00,N/A
"BLY.AX","BOART FPO",0.042,+0.001,N/A
"BDA.AX","BOD AUST FPO",0.25,+0.04,N/A
"BOL.AX","BOOM FPO",0.12,+0.00,N/A
"BBR.AX","BORA BORA FPO",N/A,+0.000,N/A
"BLD.AX","BORAL LTD FPO",6.52,+0.05,N/A
"BOE.AX","BOSS RES FPO",0.060,+0.001,N/A
"BOT.AX","BOTANIX FPO",0.054,+0.003,N/A
"BML.AX","BOTSWANA FPO",0.002,+0.000,N/A
"BOC.AX","BOUGVLLE.C FPO 1K",0.27,+0.01,N/A
"BUY.AX","BOUNTY OIL FPO",0.007,+0.001,N/A
"BHL.AX","BOYUAN FPO",0.19,+0.00,N/A
"BPB.AX",N/A,N/A,N/A,N/A
"BPH.AX","BPH ENERGY FPO",0.004,+0.000,N/A
"BPS.AX","BPSTECH FPO",0.90,+0.04,N/A
"BKN.AX","BRADKEN FPO",N/A,+0.00,N/A
"BRC.AX","BRAIN RES FPO",0.08,+0.01,N/A
"BRN.AX","BRAINCHIP FPO",0.210,-0.005,N/A
"BXB.AX","BRAMB LTD FPO",10.45,+0.19,N/A
"BVS.AX","BRAVURA FPO",1.39,-0.02,N/A
"BRB.AX","BREAKER FPO",0.580,+0.030,N/A
"BRG.AX","BREVILLE FPO",10.80,+0.11,N/A
"BKW.AX","BRICKWORKS FPO",15.59,+0.16,N/A
"BYL.AX","BRIERTY FPO",N/A,+0.000,N/A
"BTN.AX","BRIGHT MIN FPO",N/A,+0.000,N/A
"BBL.AX","BRIS BRONC FPO",0.46,-0.02,N/A
"BRO.AX","BROAD INVT FPO",N/A,+0.000,N/A
"BCK.AX","BROCKMAN FPO",0.030,+0.000,N/A
"BPL.AX","BROKEN HIL FPO NZ",0.038,+0.000,N/A
"BGR.AX","BRONSON GR FPO",N/A,+0.000,N/A
"BEE.AX","BROO LTD FPO",0.27,-0.00,N/A
"BPA.AX","BROOKPRIME UNIT",8.69,+0.00,N/A
"BRK.AX","BROOKSIDE FPO",0.011,+0.000,N/A
"BSA.AX","BSA AUST FPO",0.350,-0.010,N/A
"BTT.AX","BT INVEST FPO",12.95,+0.11,N/A
"BUB.AX","BUBS AUST FPO",0.150,+0.005,N/A
"BUD.AX","BUDDY FPO",0.06,+0.00,N/A
"BUG.AX","BUD GINGER FPO",0.335,+0.005,N/A
"BIQ.AX","BUILDINGIQ CDI 1:1",0.060,-0.002,N/A
"BNR.AX","BULLETIN FPO",0.038,+0.000,N/A
"BPF.AX","BULLETPRF FPO",0.13,-0.01,N/A
"BUA.AX","BURRABULLA FPO",N/A,+0.00,N/A
"BRU.AX","BURUENERGY FPO",0.175,+0.000,N/A
"BUX.AX","BUXTONRES FPO",0.28,+0.04,N/A
"BMP.AX","BUYMYPLACE FPO",0.27,+0.00,N/A
"BWP.AX","BWP TRUST ORD UNITS",2.97,-0.01,N/A
"BWX.AX","BWXLIMITED FPO",5.33,-0.06,N/A
"BYE.AX","BYRON ENER FPO",0.11,+0.01,N/A
"BPG.AX","BYTE POWER FPO",0.001,+0.000,N/A
"CAB.AX","CABCHARGE FPO",2.84,+0.11,N/A
"CBS.AX","CABRAL FPO",N/A,+0.00,N/A
"CDM.AX","CADENCE FPO",1.230,-0.015,N/A
"CAD.AX","CAENEUS FPO",0.005,+0.000,N/A
"DXA.AX",N/A,N/A,N/A,N/A
"CTX.AX","CALTEX FPO",32.42,-0.03,N/A
"CAE.AX","CANNINDAH FPO",0.025,+0.000,N/A
"CAY.AX","CANYON FPO",0.075,+0.000,N/A
"CFE.AX","CAPE LAMBT FPO",0.026,-0.001,N/A
"CZZ.AX","CAPILANO FPO",14.48,-0.01,N/A
"CMY.AX","CAP MINING FPO",0.016,+0.000,N/A
"CAJ.AX","CAPITOL H FPO",0.185,-0.005,N/A
"CAA.AX","CAPRAL FPO",0.165,+0.005,N/A
"CMM.AX","CAPMETALS FPO",0.10,+0.00,N/A
"CAQ.AX","CAQHOLDLTD FPO",0.08,+0.00,N/A
"CVV.AX","CARAVELMIN FPO",0.070,+0.000,N/A
"CRB.AX","CARBINE FPO",0.087,+0.002,N/A
"CNQ.AX","CARB TUNG FPO",0.010,-0.001,N/A
"CNX.AX","CARBON ENE FPO",N/A,+0.000,N/A
"CRM.AX","CARBON FPO",0.20,+0.00,N/A
"CDV.AX","CARDINAL FPO",0.420,-0.020,N/A
"CDD.AX","CARDNO FPO",1.50,+0.06,N/A
"CDP.AX","CARINDALE UNIT",8.10,-0.02,N/A
"CIN.AX","CARLT.INV. FPO",32.38,-0.55,N/A
"CVN.AX","CARNARVON FPO",0.089,-0.001,N/A
"CAV.AX","CARNAVALE FPO",0.013,+0.001,N/A
"CCE.AX","CARNEGIE FPO",0.06,-0.00,N/A
"CAP.AX","CARPENTARI FPO",0.061,-0.007,N/A
"CAR.AX","CARSALES FPO",11.90,+0.24,N/A
"CCV.AX","CASH CONV FPO",0.28,-0.01,N/A
